id	pass	number	verdict	confidence	volume	already_docketed	reason	register_entry_marker	correction_label	correction_quote	conversation	conversation_title	msg
PO-0077	numeric	208	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 208 is a register entry number, whereas the volume's 208 is the cell count of the Calabi-Yau χ = ±6 slice — coincidental digits, different subject.		Entry 208 resolves the 8-versus-112 self-duality count	**The 8-versus-112 — resolved, in the book's favour.** The 8 reproduces exactly under the book's own reflection, x ↦ max − x. The tower session's 112 came from x ↦ max + min − x, a different map that the floors n ≥ 1, k ≥ 1, e ≥ 1 separate from it. Both counts are right about their own reflection; the audit changed the definition and reported the difference as the book's defect. Entry 208.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	37
PO-0080	numeric	12.11	UNRELATED	HIGH	The_Method_1_6-2.md		12.11 in the quote is the section label §12.11.5 that carried the wrong price, and the volume's matches are likewise bare section references (§12.11.0.2, §12.11.2) rather than the withdrawn quantity.		Tight two-parent K price wrong by a factor of six	**§12.11.5's price for the tight two-parent K was wrong by a factor of six.** It stated 2,475 cells, 3.5% of the product. Recomputed by a disjoint route — counting cells that violate 2K ≤ 2J_c + 2f with the cell's *own* f — the cost is **15,150 at Λ₁₂ and 45,450 at Λ₁₃, 21.4% and 22.8%.**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	333
PO-0082	numeric	1.10	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 1.10 is the Transitions section number §1.10, while the volume's matches are overlap ratios (1.107) and a geometric standard deviation — a different quantity entirely.		Freuder gives backtrack-free search; Dechter 1992 owns global consistency	**Freuder 1982 gives backtrack-free search, not global consistency**, and the parameter is *width* ... not treewidth. ... The global-consistency statement belongs to **Dechter 1992**, *From local to global consistency* ... Transitions §1.10 and Result 2 attribute the global-consistency form to Freuder, and I repeated it. Dechter 1992 is already in the bibliography and is not cited for the thing it owns	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	19
PO-0084	numeric	300	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 300 counts random subsets of Λ₉, while both volume matches are the 300 dpi print-resolution standard in the figure audit — coincidental digits.		A closed index contains open ones; 300 of 300 subsets open	**300 random subsets of Λ₉, 300 of them open — 100%.** The parity rule at E = 750 lives inside an index at E = 0. ... **a closed index is not a place where nothing is open. It is the only place from which the open ones can be measured**, because ℛ needs an ambient to take an envelope in. E = 750 is only computable *because* it sits inside E = 0.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	160
PO-0087	numeric	498	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 498 is a withdrawn register entry number, while both volume matches are the 498 join and 498 meet failures of the Calabi-Yau slice — a different quantity.		Six cycles of kappa expressions withdrawn as heuristic artefacts	# The κ apparatus does not survive. Six cycles of expressions were measuring the heuristic. ... | 497 | parents drive seed cost | **withdrawn** | | 498 | a two-parent axis costs a + 4 | **withdrawn** | | 499 | cost = a + κ(base) | **withdrawn** | | 500 | κ = S/4 − 1, corr +0.980 | **withdrawn** | | 502 | the second variable is c | **withdrawn** | | 501 | **2S = tight-pair count** | **survives**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	230
PO-0087	numeric	499	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 499 is a register entry number, whereas the volume matches are 499,246 closure cells and a count of 499 measurement-type entries — coincidental digits.		Six cycles of kappa expressions withdrawn as heuristic artefacts	# The κ apparatus does not survive. Six cycles of expressions were measuring the heuristic. ... | 497 | parents drive seed cost | **withdrawn** | | 498 | a two-parent axis costs a + 4 | **withdrawn** | | 499 | cost = a + κ(base) | **withdrawn** | | 500 | κ = S/4 − 1, corr +0.980 | **withdrawn** | | 502 | the second variable is c | **withdrawn** | | 501 | **2S = tight-pair count** | **survives**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	230
PO-0088	numeric	2.14	UNRELATED	HIGH	The_Method_1_6-2.md		The correction is about a seed reported as 15-22 when it was 14; 2.14 in both texts is the section number of the compute-then-write rule, not a withdrawn quantity.		Seed of the mathematics was 14 throughout, not rising	**I reported the seed as 15, 16, 17, 18, 19, 20, 21, 22 across cycles 7 to 19. It was 14 throughout.** I was incrementing a counter by judgement each cycle — *this adds a new generator* — instead of running the computation. **§2.14 exactly: compute, then write.** ... > **seed 14 → 14. Closure 152 → 176.** The seed held **exactly** while the closure grew 16%.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	266
PO-0088	numeric	152	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 152 is a closure size that grew to 176, while the volume's 152 is a register entry number (and the other volume's is the digits of Si's 8.152 eV ionisation energy).		Seed of the mathematics was 14 throughout, not rising	**I reported the seed as 15, 16, 17, 18, 19, 20, 21, 22 across cycles 7 to 19. It was 14 throughout.** I was incrementing a counter by judgement each cycle — *this adds a new generator* — instead of running the computation. **§2.14 exactly: compute, then write.** ... > **seed 14 → 14. Closure 152 → 176.** The seed held **exactly** while the closure grew 16%.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	266
PO-0088	numeric	176	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 176 is the grown closure size, whereas the volume's 176 is the count of objects the register held at a graph measurement, a different quantity.		Seed of the mathematics was 14 throughout, not rising	**I reported the seed as 15, 16, 17, 18, 19, 20, 21, 22 across cycles 7 to 19. It was 14 throughout.** I was incrementing a counter by judgement each cycle — *this adds a new generator* — instead of running the computation. **§2.14 exactly: compute, then write.** ... > **seed 14 → 14. Closure 152 → 176.** The seed held **exactly** while the closure grew 16%.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	266
PO-0090	numeric	2,370	UNRELATED	MEDIUM	The_Method_1_6-2.md		What the quote withdraws is the prime-factor inference drawn from 2,370, not the count itself, and the volume uses 2,370 only as the violation index's cell count, which the correction leaves standing.		Prime-factor proof of edge-list unrecoverability withdrawn	**I said 2,370's factor 79 proves the edge list unrecoverable. That reasoning is wrong.** The prime argument shows 2,370 is not a **sub-box**. It says nothing about whether implications can cut it — and **Λ₈ is the counterexample sitting in my own book**: 976 = 2⁴ · **61**, cut from a box of 6,912 by exactly the kind of implications I claimed could not produce such a number.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	402
PO-0090	numeric	976	UNRELATED	MEDIUM	The_Method_1_6-2.md		976 appears in the quote as the still-true counterexample supporting the correction, and the volume uses it as Lambda-8's cell count, so it is not a withdrawn value.		Prime-factor proof of edge-list unrecoverability withdrawn	**I said 2,370's factor 79 proves the edge list unrecoverable. That reasoning is wrong.** The prime argument shows 2,370 is not a **sub-box**. It says nothing about whether implications can cut it — and **Λ₈ is the counterexample sitting in my own book**: 976 = 2⁴ · **61**, cut from a box of 6,912 by exactly the kind of implications I claimed could not produce such a number.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	402
PO-0090	numeric	6,912	UNRELATED	MEDIUM	The_Method_1_6-2.md		6,912 is the ambient box size cited by the correction as still correct, and the volume uses it in exactly that sense rather than carrying anything the quote withdrew.		Prime-factor proof of edge-list unrecoverability withdrawn	**I said 2,370's factor 79 proves the edge list unrecoverable. That reasoning is wrong.** The prime argument shows 2,370 is not a **sub-box**. It says nothing about whether implications can cut it — and **Λ₈ is the counterexample sitting in my own book**: 976 = 2⁴ · **61**, cut from a box of 6,912 by exactly the kind of implications I claimed could not produce such a number.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	402
PO-0092	numeric	976	UNRELATED	MEDIUM	The_Method_1_6-2.md		The correction withdraws the claim that Lambda derives configurations from Z, not the cell count, and the volume's 976 is that unchallenged count.		Lambda has no Z; the 18,288 tests ran the other direction	**Λ's 976 cells are transitions between subshell occupations. No cell carries Z.** Register 530 is explicit: **Λ's thirteen coordinates do not carry atomic number, mass or ionisation energy** ... It took each element's *known* configuration and checked Λ's constraints hold on it. **It did not derive configurations from Z.** Λ can't: it has no n-ordering, no Madelung rule, no aufbau.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	463
PO-0098	numeric	976	UNRELATED	MEDIUM	The_Method_1_6-2.md		What the correction withdraws is the 50.3% composability figure, not Lambda-8's cell count, and 976 in the volume is only that count.		Lambda-8 composability is zero, not 50.3%	**And Λ₈ is exactly zero, which corrects my own earlier number** **Register 623 said Λ₈ is 50.3% composable. That used a 3-against-3 signature I chose.** With the book's own — **source (n, ℓ, k, 2S) against target (e, f, g), four against three** — **nothing composes at all.** > **Register 313 is literally true: Λ₈ cannot iterate. Not *barely*, not *half* — zero of 976.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	577
PO-0101	numeric	804	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 804 is a register number in the range 804-807, while the volume matches are the digits inside the family defect 64,804 and a coordinate-table row, both coincidence.		δ approaches δ₀ monotonically; sign(δ₂) sets the direction	"**The law is not ""δ falls monotonically"". It is ""δ approaches δ₀ monotonically"", and the direction is sign(δ₂) — a property of the channel.** > > **Registers 804–807 spent four registers getting an inconclusive result because they were measuring the wrong claim.** The 13% rising were never anomalies."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	846
PO-0105	numeric	0.113	UNRELATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote's 0.113 is the p-value of a refuted shell-position term, while the register's 0.113 is the slope of the l-spread law spread = 0.113(u - 2.5) in register 1285 - same digits, different quantity.		The ln(Ne) defect law refuted as Thomas-Fermi scaling	| claim | verdict | |---|---| | b has its own law in ln(Nₑ) | **refuted** — b is a proxy for δ_neutral, adds nothing | | two logarithms multiplying | **refuted** — one power law, in the neutral defect | | k = 0.922, unity excluded | **void** — the wrong functional form | | shell-position term | **refuted** — p = 0.113, absorbed the log's misfit |	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1014
PO-0106	numeric	0.0096	UNRELATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote's 0.0096 is the median |delta| where the collapse is inverted, whereas both volumes use 0.0096 as the channel equation's median error at the g orbital.		The eleven P.lcollapse exceptions are noise, not exceptions	**Median \|δ\| where inverted: 0.0096. Where ordered: 0.4356.** A factor of **45**, U-test **p = 2×10⁻⁵**. > **I was fitting a target that had measurement error baked into it, and then concluding no equation could hit it. The target was wrong.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1162
PO-0107	numeric	176	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 176 counts channels with delta > B, while the volume's 176 counts register objects carrying 220 graph edges (and the register hit is entry numbers 176-177).		Sr I nd was never a structural flaw	> **Channels with δ > B: 176 of 311. Channels with ⌊δ⌋ > B: 0 of 311.** ... **Register 1148 recorded Sr I nd as a structural flaw because δ = 2.38 > B = 2.** But **⌊2.38⌋ = 2 = B**, and the bound is satisfied. **I compared δ to a bound on ⌊δ⌋ and called the mismatch a flaw.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1214
PO-0107	numeric	311	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 311 is the channel total, while the volume matches are the lattice-order pair count 311,180 and register entry number 311.		Sr I nd was never a structural flaw	> **Channels with δ > B: 176 of 311. Channels with ⌊δ⌋ > B: 0 of 311.** ... **Register 1148 recorded Sr I nd as a structural flaw because δ = 2.38 > B = 2.** But **⌊2.38⌋ = 2 = B**, and the bound is satisfied. **I compared δ to a bound on ⌊δ⌋ and called the mismatch a flaw.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1214
PO-0108	numeric	112	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 112 counts missing (Z, charge) pairs, while the volume's 112 is the count of Lambda cells whose image survives a different reflection map (and the register hit is entry number 112).		The parent-term wall: a level is not a channel	"**I called the 112 missing (Z, charge) pairs ""collection gaps, not constraint gaps"" and said the data is published and none of it is here.** The data *is* published — **but for the open-shell ones it is levels, not series, and a level is not a channel.** ... **they are outside what a quantum-defect index can hold.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1289
PO-0109	numeric	0.712	UNRELATED	MEDIUM	The_Method_1_6-2.md		The quote's 0.712 is a fitted kappa(l) offset, while the volume's 0.7129 is the true quantum defect of P V in a held-out isoelectronic prediction test.		The Löwdin chain is not a derivation and was called one twice	| **penetrating: dδ/dp ≈ 1 with offset κ(ℓ)** | **MEASURED ✗** — we fitted 0.712, 0.837, 0.937, 1.026 to data | **The load-bearing step is empirical.** ... > **That is an independent empirical confirmation, on 325 real channels, of the mechanism Demkov–Ostrovsky's model potential encodes. It is not a derivation and I shouldn't call it one.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1453
PO-0109	numeric	0.937	UNRELATED	MEDIUM	The_Method_1_6-2.md		The quote's 0.937 is a fitted kappa(l) offset, while the volume's 0.9376 is delta-infinity from the two-point Ritz solve for Sc VI 6s.		The Löwdin chain is not a derivation and was called one twice	| **penetrating: dδ/dp ≈ 1 with offset κ(ℓ)** | **MEASURED ✗** — we fitted 0.712, 0.837, 0.937, 1.026 to data | **The load-bearing step is empirical.** ... > **That is an independent empirical confirmation, on 325 real channels, of the mechanism Demkov–Ostrovsky's model potential encodes. It is not a derivation and I shouldn't call it one.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1453
PO-0109	numeric	1.026	UNRELATED	MEDIUM	The_Method_1_6___Spectra_Compendium-2.md		The quote's 1.026 is a fitted kappa(l) offset, while the volume's +1.0268 is a tabulated Na II ns series defect.		The Löwdin chain is not a derivation and was called one twice	| **penetrating: dδ/dp ≈ 1 with offset κ(ℓ)** | **MEASURED ✗** — we fitted 0.712, 0.837, 0.937, 1.026 to data | **The load-bearing step is empirical.** ... > **That is an independent empirical confirmation, on 325 real channels, of the mechanism Demkov–Ostrovsky's model potential encodes. It is not a derivation and I shouldn't call it one.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1453
PO-0109	numeric	325	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 325 counts real channels, while the volume matches are the 4,325 configuration-built cells and register entry number 325.		The Löwdin chain is not a derivation and was called one twice	| **penetrating: dδ/dp ≈ 1 with offset κ(ℓ)** | **MEASURED ✗** — we fitted 0.712, 0.837, 0.937, 1.026 to data | **The load-bearing step is empirical.** ... > **That is an independent empirical confirmation, on 325 real channels, of the mechanism Demkov–Ostrovsky's model potential encodes. It is not a derivation and I shouldn't call it one.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1453
PO-0110	numeric	0.065	UNRELATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote's 0.065 is one end of the Ne = 12 s-channel defect run, while the register's 0.065 is the upper within-series spread of Ne II np series and the Spectra Compendium's +0.0654 a Ca I nf defect.		There is no fractional part to explain — floor() was wrapping	"**frac(δ) looked wild because `floor()` wraps.** The Nₑ = 12 s-channel runs δ = 0.065 → 0.950 between P IV and S V — that's not a jump in δ, **it's δ crossing an integer.** **There is no separate ""fractional part"" to explain.** There is one smooth function ... **with A ≡ 0 fixed by the hydrogenic edge, and r² = 0.999.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1477
PO-0110	numeric	0.999	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 0.999 is the r-squared of the corrected smooth defect function, while both volume hits use 0.999 as the rms of a kappa-against-S refit in the set-cover work.		There is no fractional part to explain — floor() was wrapping	"**frac(δ) looked wild because `floor()` wraps.** The Nₑ = 12 s-channel runs δ = 0.065 → 0.950 between P IV and S V — that's not a jump in δ, **it's δ crossing an integer.** **There is no separate ""fractional part"" to explain.** There is one smooth function ... **with A ≡ 0 fixed by the hydrogenic edge, and r² = 0.999.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1477
PO-0113	numeric	1.14	UNRELATED	MEDIUM	The_Method_1_6___Mathematical_Compendium-2.md		The quote's 1.14 concerns the regime-2 factor, while the Mathematical Compendium's 1.14 is a propagated error estimate against an observed spread of 1.05 and the register hit is a Bi III nf defect of 1.147.		Four routes to the 1.23 regime-2 factor were one absorption	**The regime factor is now doing almost nothing** — 1.14 against 1.09. **That's the honest reading: with x(Nₑ) locked at its measured value, regime 2 is barely distinguishable from regime 1.** **Which means the four routes that gave 1.23 were each measuring the same absorption**, not four confirmations of a physical factor. That's a correction to what I told you earlier.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1565
PO-0113	numeric	1.23	UNRELATED	MEDIUM	The_Method_1_6___Mathematical_Compendium-2.md		The withdrawn 1.23 is the regime-2 factor, while the volume hits are an Al II ladder defect of +1.2369 and the walk's iso-at-s step ratio of 1.233.		Four routes to the 1.23 regime-2 factor were one absorption	**The regime factor is now doing almost nothing** — 1.14 against 1.09. **That's the honest reading: with x(Nₑ) locked at its measured value, regime 2 is barely distinguishable from regime 1.** **Which means the four routes that gave 1.23 were each measuring the same absorption**, not four confirmations of a physical factor. That's a correction to what I told you earlier.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1565
PO-0114	numeric	0.539	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The withdrawn 0.539 is the Ne exponent, while the register excerpt's 0.539 is the sum of two R-squared values (0.549 and 0.517 combination check) in the channel-ends invariance test.		Thomas-Fermi refutation and the derived one-half both withdrawn	**I measured the Nₑ exponent at 0.539 and declared Thomas–Fermi refuted.** That measurement was made **with `ln(c+1)/c` as the charge term** — the form we've since shown is structurally wrong. **With the correct `c^(−C/√Nₑ)`, k = 0.3876.** ... > **The charge term was contaminating the Nₑ exponent.** ... **Two withdrawals owed to the register — 1269, and the ½ claim in 1271.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1583
PO-0115	numeric	0.007	UNRELATED	MEDIUM	The_Method_1_6___The_Register-2.md		The quote's 0.007 is the p-value of the discredited six-species fit, while the volume hits are a Sc III ng defect of +0.0073 and a hydrogenic 8g value of -0.0078125.		Law 2's carrier is p, not u, and the sign reverses	"**My earlier ""spread = 0.113(u − 2.5), r² 0.868, p = 0.007"" was fitted on six hand-picked species.** On all nineteen it is **r² 0.044 and not significant.** **Six points chosen because they looked orderly.** ... spread = 0.370 − 0.069 p, zero at p = 5.4 > **√p is *worst* when the core has few shells of that ℓ and *best* when it has many.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1633
PO-0115	numeric	0.044	UNRELATED	MEDIUM	The_Method_1_6___Spectra_Compendium-2.md		The quote's 0.044 is the corrected r-squared on nineteen species, while the volume hits are Si I nd series spreads of +/-0.0444, a different quantity.		Law 2's carrier is p, not u, and the sign reverses	"**My earlier ""spread = 0.113(u − 2.5), r² 0.868, p = 0.007"" was fitted on six hand-picked species.** On all nineteen it is **r² 0.044 and not significant.** **Six points chosen because they looked orderly.** ... spread = 0.370 − 0.069 p, zero at p = 5.4 > **√p is *worst* when the core has few shells of that ℓ and *best* when it has many.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1633
PO-0115	numeric	0.069	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 0.069 is the slope of the corrected spread-vs-p fit, while the volume's -0.069 is one of Si I's thrashing delta steps at high n, a different quantity entirely.		Law 2's carrier is p, not u, and the sign reverses	"**My earlier ""spread = 0.113(u − 2.5), r² 0.868, p = 0.007"" was fitted on six hand-picked species.** On all nineteen it is **r² 0.044 and not significant.** **Six points chosen because they looked orderly.** ... spread = 0.370 − 0.069 p, zero at p = 5.4 > **√p is *worst* when the core has few shells of that ℓ and *best* when it has many.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1633
PO-0116	numeric	1.25	UNRELATED	HIGH	The_Method_1_6-2.md		The withdrawn 1.25 is Seaton's ratio delta2/delta0, whereas the volume's 1.25 is meet-irreducible closed sets per cell (and, in the Register, a seed-cost coefficient 1.25(a-1)), so the digits coincide only.		Seaton's ratio is valid at p=0 and undefined at p>=1	"**Λ_phys currently records Seaton's constant with the failure mode ""the ratio comes out at 1.25, a per-core constant.""** ... The corrected entry: > **Seaton's ratio δ₂/δ₀ = −ℓ(ℓ+1)/3 is valid where p = 0, at 1.15 ± 0.21 on three series. Where p ≥ 1 the relation is undefined, and the ""1.25"" previously recorded was measured outside its domain.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1660
PO-0116	numeric	1.15	UNRELATED	HIGH	The_Method_1_6-2.md		The replacement value 1.15 for Seaton's ratio does not appear in the volume; the match is a 1.15% median deviation of h=2 nu/h pairs, a different quantity.		Seaton's ratio is valid at p=0 and undefined at p>=1	"**Λ_phys currently records Seaton's constant with the failure mode ""the ratio comes out at 1.25, a per-core constant.""** ... The corrected entry: > **Seaton's ratio δ₂/δ₀ = −ℓ(ℓ+1)/3 is valid where p = 0, at 1.15 ± 0.21 on three series. Where p ≥ 1 the relation is undefined, and the ""1.25"" previously recorded was measured outside its domain.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1660
PO-0116	numeric	0.21	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 0.21 is the uncertainty on the corrected Seaton ratio, while the volume's 0.21 is a measured Si I nd quantum-defect spread caused by configuration interaction.		Seaton's ratio is valid at p=0 and undefined at p>=1	"**Λ_phys currently records Seaton's constant with the failure mode ""the ratio comes out at 1.25, a per-core constant.""** ... The corrected entry: > **Seaton's ratio δ₂/δ₀ = −ℓ(ℓ+1)/3 is valid where p = 0, at 1.15 ± 0.21 on three series. Where p ≥ 1 the relation is undefined, and the ""1.25"" previously recorded was measured outside its domain.**"	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1660
PO-0117	numeric	1.65	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's a ~ 1.65 is the amplitude of Cd I/In I in the withdrawn 41-constant Gaussian, whereas the volume's 1.655 is a standing prediction for a d-series quantum defect in Y III/Sr II.		Noble-gas calibration refutes the amplitude peak at xenon	> **There is no peak at xenon. `a` is still climbing at radon.** The Gaussian's u₀ ≈ 4 was an artifact of the 41-constant fit, whose largest species were Cd I and In I at a ≈ 1.65 — **and Rn I gives 2.02.** **u₀ = ln 54 was a coincidence, and I should have suspected it: three fitted numbers landing on a noble gas is exactly the kind of thing that looks like structure and isn't.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1668
PO-0117	numeric	2.02	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 2.02 is Rn I's amplitude in the corrected calibration, while the volume's match falls inside an arXiv identifier (2402.02609) in a passage about centrifugal barriers.		Noble-gas calibration refutes the amplitude peak at xenon	> **There is no peak at xenon. `a` is still climbing at radon.** The Gaussian's u₀ ≈ 4 was an artifact of the 41-constant fit, whose largest species were Cd I and In I at a ≈ 1.65 — **and Rn I gives 2.02.** **u₀ = ln 54 was a coincidence, and I should have suspected it: three fitted numbers landing on a noble gas is exactly the kind of thing that looks like structure and isn't.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1668
PO-0118	numeric	282	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The caveated 282 is the numerator of Law 4's '282/325 exact' score, but both volume occurrences are the register entry number 282 about Appendix D's re-closure.		Law 4 is an 80% approximation, not an exact integer law	"**⌊δ⌋ = p − min(p, max(2−ℓ,0)) scores 79.7% because δ happens to sit in the right unit interval most of the time** — not because the floor is quantised. ... > **I over-read an integer pattern into a continuous quantity.** ... **Law 4 is a good *approximation* at 80%, not an exact integer law.** ... its ""282/325 exact"" needs the same caveat."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1684
PO-0118	numeric	325	UNRELATED	HIGH	The_Method_1_6-2.md		The caveated 325 is the denominator of Law 4's exactness score, while the volume's matches are the cell count 4,325 and register entry number 325.		Law 4 is an 80% approximation, not an exact integer law	"**⌊δ⌋ = p − min(p, max(2−ℓ,0)) scores 79.7% because δ happens to sit in the right unit interval most of the time** — not because the floor is quantised. ... > **I over-read an integer pattern into a continuous quantity.** ... **Law 4 is a good *approximation* at 80%, not an exact integer law.** ... its ""282/325 exact"" needs the same caveat."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1684
PO-0119	numeric	0.60	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's F = 0.60 is the F-statistic on the redundant charge term, while the volume's matches are a bracket-width ratio 0.602 and an rms of 0.607, different quantities.		The separate charge term is redundant given u	# **The charge term is redundant. F = 0.60, and AIC prefers the form without it.** ... **Law 3 — x = e^(−u/2) with C′ = 1.0065 — was real as a *measurement*: fit δ against c within a sequence and you get that slope.** But it is **not an independent term**: the same information is in u, and putting both in is double-counting. **That's why every joint fit traded them.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1696
PO-0122	numeric	0.029	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The withdrawn 0.029 is the supposed common absolute excess at d, whereas the volume's 0.029 is a permutation-test p-value for the quadratic Pettifor form.		The common 1.029 factor withdrawn as arithmetic artefact	"**Ratio 27.7, not 1.0.** The ""common 2.9%"" appeared only because **t(p) ≈ 1**, where a 2.9% *ratio* and an absolute excess of 0.029 coincide numerically. **At d the excess is 0.78 of the spread, not 0.029.** **I compared a ratio at p against a ratio at d and read the agreement as a shared constant.** It was arithmetic."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1957
PO-0122	numeric	0.78	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The corrected 0.78-of-spread excess at d does not appear in the volume; the matches are a predicted delta 0.7835 and a '78% rule', different quantities.		The common 1.029 factor withdrawn as arithmetic artefact	"**Ratio 27.7, not 1.0.** The ""common 2.9%"" appeared only because **t(p) ≈ 1**, where a 2.9% *ratio* and an absolute excess of 0.029 coincide numerically. **At d the excess is 0.78 of the spread, not 0.029.** **I compared a ratio at p against a ratio at d and read the agreement as a shared constant.** It was arithmetic."	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1957
PO-0124	numeric	0.791	UNRELATED	HIGH	The_Method_1_6___Spectra_Compendium-2.md		The quote's 0.791 is a difference between entry-point values, while the volume's +0.7910 is Be I 2sns 3S's measured quantum defect in the series table.		Centrifugal entry-point form falsified at s and d	**0.2655, 1.0564, 1.6214.** Differences **0.791 and 0.565** — not linear. **√(ℓ(ℓ+1)/2) gives 0, 1, 1.732** — right at p, wrong at both ends. **Two points fitted, one predicted, and the prediction missed in both directions.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1979
PO-0124	numeric	0.565	UNRELATED	HIGH	The_Method_1_6___The_Register-2.md		The quote's 0.565 is the second difference in the falsified entry-point sequence, whereas the volume's 0.565 bounds Ne II np quantum defects.		Centrifugal entry-point form falsified at s and d	**0.2655, 1.0564, 1.6214.** Differences **0.791 and 0.565** — not linear. **√(ℓ(ℓ+1)/2) gives 0, 1, 1.732** — right at p, wrong at both ends. **Two points fitted, one predicted, and the prediction missed in both directions.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	1979
PO-0125	numeric	110	UNRELATED	HIGH	The_Method_1_6-2.md		The quote's 110 is the row count wrongly credited with confirming the hydrogenic zero, while the volume's matches are the cell total 110,592 and register entry number 110.		Q.final's hydrogenic zero is algebraic, not a prediction	"**Q.final's hydrogenic zero is algebraic, not a prediction.** At Nₑ = 1 the factor (Nₑ−1)/Nₑ vanishes, so δ = 0 identically for every charge and every C(Z). No parameter can move it. That makes ""hydrogenic output EXACTLY zero"" a tautology of the form rather than something 110 rows confirm."	f2069859-86cc-427e-a1e2-09f1321b39ae	The Method 1.6.1	25
