id	category	label	quote	conversation	conversation_title	msg	identifiers	why	confidence
PO-0984	STANDING-RULE	ℛ is the iterative fixpoint closure, not double projection	**ℛ must be the iterative join/meet sublattice closure to fixpoint, not a single double-projection pass**, because for non-tree sets the two can differ. ... the working record for MC-31 noted double-projection gave 2,757 vs iterative 2,857 for a union, and stated **ℛ is the iterative closure**. That means the record's E-values are iterative-closure values.	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	13	MC-31	Every E-value in the corpus is method-dependent; projection closure gives parity E=0 instead of 750 and would be reported as the record being wrong.	HIGH
PO-0985	STANDING-RULE	Zeno directive: read before compute; a question ends the turn	The Zeno directive: fetch → read → **compute** → close downstream flags → interpret. Each step closed before the next opens. My violation isn't that a computation timed out. It's that when I hit the compute step I **jumped straight to interpretation and a ruling request** ... The directive also says a question ends the turn	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	19	Zeno directive	The directive's exact ordering and its 'a question ends the turn' clause govern every session and are stated only here.	HIGH
PO-0986	STANDING-RULE	An exclusion is off-subject clutter or it indicts the subject	we don't need to point out anything that is excluded unless it bares directly on the subject at hand. If it does, then it's being excluded likely because it is a contradiction, which means the subject matter at hand is either wrong or incomplete	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	105		Governs every entry's treatment of rejected alternatives — an exclusion is either off-subject clutter or a contradiction that must be resolved rather than annotated.	HIGH
PO-0987	STANDING-RULE	A record-vs-reconstruction discrepancy must be resolved, not carried	you misinterpreted the rule. The rule states that the discrepancy is in the reconstruction. E=9 must be resolved, or the subject matter in the books is wrong, which is another problem that has to be fully closed before we can continue.	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	115	E=9; R-1550	Corrects the standing 'the finding is about the reconstruction' rule from a licence to print the recorded number into an obligation to close the discrepancy.	HIGH
PO-0988	STANDING-RULE	Any index named but not built must be built, no exceptions	(2) The string partition function is a named-not-built index, not a §V entry. - you are wrong. Any index named but not built must be built, with no exceptions. That is the very reason I have a IOI. You suggesting otherwise, is a fatal contradiction to the very core of my work.	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	117	IoI-03; §VI	States the Index of Indices' whole purpose — the 'named and not built' section is a backlog to clear, never a resting category — and overturns the opposite reading a session had adopted.	HIGH
PO-0989	STANDING-RULE	Rhetoric reduction standard: state the result and stop	"this session established, by your repeated correction, exactly what ""rhetoric reduction"" means here: no ""gyroscopic""-style flourishes, no scene-painting (""two parallel lines,"" ""sitting inside the band""), no editorial asides (""a closure that certifies nothing""), no process narration. State the index/result and its verified figures; stop. The nucleon and K-S entries are the worked examples."	2f6e0568-b5bc-4709-8eca-7c64aeea87bb	62	142	PC-01; MC-41	Defines the prose standard the whole next review pass enforces, with named before/after examples.	HIGH
PO-0990	STANDING-RULE	Search the Register for a superseding entry before recording a failure	**A correction to my own interim report in this chat**, kept on the record in W-129: I first reported the Λ₁₃ disagreement as a reconstruction failure, applying the rule correctly on incomplete evidence. The Register had not been searched for a superseding entry. Chat 92's instructions now carry that as a standing check.	508943f9-bc50-4c80-86c3-f3e8f062596a	91	3	W-129; Register 1790; Λ₁₃	A standing check born from a near-miss; without it a withdrawn claim is re-recorded as a live defect.	HIGH
PO-0991	STANDING-RULE	Re-scan every boundary before reading a line (bundle vs member offset)	"**HANDOFF-46 carried eleven wrong line numbers**, each one high, because chat 93 scanned the remainder on the bundle while measuring §22.2 on the member. Caught in the opening scan. The handoff's own third bullet warns of exactly that collision, which is why the rule going forward is not ""read the member"" but ""re-scan every boundary before reading a line."""	c3b3f697-4f4a-4f4d-a429-ef78856cc94c	94	3	HANDOFF-46; §22.2.1; §22.6	Names the bundle/member line-number collision and the rule without which no handoff boundary figure can be trusted.	HIGH
PO-0992	STANDING-RULE	No dimensionless lattice ratio converts to a rate without importing a scale	There is no operation that turns a dimensionless lattice ratio into a rate without importing a dimensional scale from outside the framework — and the moment we import one, it's an assumption, not a derivation. A 6× ratio in O₃ is compatible with a tunnelling rate change of 10⁻⁴⁰, or of exactly zero. That's not a gap that closes with more work; it's a category difference between what the framework produces and what the physics requires.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	51	O₃; §19; §22	The governing obstruction that terminated the cold-fusion derivation and bounds every future attempt to make the lattice predictive.	HIGH
PO-0993	STANDING-RULE	Test each new gap created while closing another	"""the classical evidence for groups 15–17 rests on the sum of the first three ionisation energies and effective bond radii, untested here"" - let's test this please. We must check and test each new gap we create as we address the one we have identified"	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	188		The governing working rule of the whole review, credited later with catching most of the errors found; it exists only as this one sentence.	HIGH
PO-0994	STANDING-RULE	Design the control before running the test	But I want to flag the base rate honestly. This exploration has now produced five results that looked promising at first inspection and dissolved on control — the 98.5% polarisability, the n+2 pattern, the record-at-bound coincidence, the interpolation, and now the diagonal displacement. ... I'd want any further candidate to come with its control designed before the test is run, rather than after.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	301		States the working rule adopted for the rest of the project, with the five failures that motivated it.	HIGH
PO-0995	STANDING-RULE	Lattice yields locations, not values	The four dead ends were all attempts to get **values** out of the lattice. The thing that works is getting **locations** out of it — which is what §16.2 was doing too, and I didn't see the common shape until now.	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	307	§16.2	The organising principle that separates every success in the project from every failure.	HIGH
PO-0996	STANDING-RULE	Do not adjust model bounds until testing requires it	Do not adjust the bounds of the model until testing says we must. We cannot assume rules. Retest anything you question so far, and then continue	f5fb44a9-a6b3-4c15-ab61-64a7115fcfbb	Cold fusion exploration	334		A directive from the author governing all later modelling; it produced the admission that the shell rule was itself post hoc.	HIGH
PO-0997	STANDING-RULE	Run both objects and let the comparison decide	Subquestion - both, let the comparison decide.. this is always the preferred method. It avoids bias in the results	09f624a4-d43c-44f8-9eac-29e8288038e8	LCP14	6		A governing methodological ruling from M, stated once in passing and relied on in every later candidate comparison.	HIGH
PO-0998	STANDING-RULE	Nothing fitted enters the index; the fit is a diagnostic	Ruling recorded: **nothing fitted enters the index; the fit is a diagnostic of what TFD leaves out.**	df2dcee0-a2ee-430d-a98e-9b04ad7e386d	LCP2	7	Q.final; TFD; δ	A user ruling that governs every later solver session and decides what may be written to the index.	HIGH
PO-0999	STANDING-RULE	Every candidate choice is tested; the comparison decides	which F^k convention the law carries — TS orbital (one object, banked) or own orbital (Slater form). - test both and let the comparison decide. Whenever there is a candidate choice, each candidate and let the results determine the best fit along the road to derivation	0324abd9-d12a-48c1-8369-e2e5bcb09887	LCP20	4		A general ruling by the principal governing all later candidate choices, issued in passing inside one item's answer.	HIGH
PO-1000	STANDING-RULE	Unattributed-if-better: new-based-on-Slater, else proposed	let's test on both of these and see which is the better option. If our own-orbital form proves to be better, than it gets marked as new an based from Slater form, until we find a better attribution. If none presents, than it gets marked as prososed and requiring verification by others in the field.	8dcdb10b-dc4e-4e42-9e16-f6f79d309841	LCP21	6		Sets the standing labelling policy for any result of the project's own that lacks prior attribution.	HIGH
PO-1001	STANDING-RULE	SUBCELL=1 sub-cell correlation discretisation as convention	**The repair, worked in.** Same functional, finite-volume discretisation: each cell gets v_c·frac_j, with frac_j the exact in-cell measure of ε_c<0 for piecewise-linear ε_c. Continuous in every node value → fixed point exists → converges to the continuum step as h→0. Nothing chosen: r_s* is derived, the fraction is geometry, h is the inherited grid. Not a taper. Env `SUBCELL=1`; unset is byte-identical to s27.	889ee262-750c-4d4c-9acc-4e7add47b5be	LCP26	7	SUBCELL=1; F24.1; F25.1; gates 32-33	Names the environment switch, its derivation status and its byte-identical fallback — a future run reproducing s27 numbers depends on knowing it.	HIGH
PO-1002	STANDING-RULE	Residue is not closure; the solution must have none	1 - residue means no closure. Closure is the goal. 2 - definitely should test	ea576d33-f746-4c52-a004-0a6875ea5ee2	LCP31	8	bridge-33 ruling (6)	Entered as ruling (6) governing every later 'named residue' offer; it is the finishing criterion for the whole Löwdin chain.	HIGH
PO-1003	STANDING-RULE	Above Z=108 configurations carry PREDICTED label	**above Z=108 the configuration is a PREDICTED object, derived from measured NIST values below 108, and must be labelled as such wherever it appears.** That is a provenance rule, not a convention: it keeps the extrapolated half from being read as record.	455266f8-d3b5-4960-acda-cbf81b38edd5	LCP37	19	ground.py; Janet-120	Without it the Janet-120 extension's extrapolated rows can be read as measured record.	HIGH
PO-1004	STANDING-RULE	A mechanism enters the law only if it beats the walk	> **Δ earns a place in the law only if argmax|Δ| ever beats argmin D.** Every future mechanism is admitted on the same test: *does it change an n+ℓ ordering the walk gets wrong?* If not, it is commentary and stays in the finding text.	917055bb-433e-4824-b419-735d7de42161	LCP38	11	Ruling (3); s39 ruling (4); pack40	A general admission test for every future mechanism, created to stop the tangent that ran the ordering-mechanism work before the walk was extended.	HIGH
PO-1005	STANDING-RULE	A gate is a script that runs and can return non-zero	The general form for the register: *a gate is not a claim about a module; it is a script that runs and can return non-zero.* Three faults, one shape — the verifier that couldn't see an unlisted file, the thread-detector that couldn't see an ownerless thread, the gate that couldn't see a missing entry point.	75eac238-e97a-4a7d-bb86-dc270f7e1d69	LCP42	3	F44.1; F43.1; gate 79; t7e_probe.py	The general rule the whole F43/F44 fault family generalises to; gate 79 exited 0 for two sessions having compared nothing.	HIGH
PO-1006	STANDING-RULE	The full channel sweep must never be pruned	**One thing that looks redundant and is not: the full channel sweep.** Every row recomputes 5f, 5g, 6d, 6f, 6g, 7s, 7p, 7d, 7f, 7g even when the winner leads by 0.3 Ha … Pruning it would be the fastest saving available — and it would destroy the result. The sweep *is* the evidence that the ordering holds; a channel skipped is a channel that cannot be shown to have lost.	660925ab-b233-4f8b-b357-6fec74f7608f	LCP47	28	F39.2	Names the one optimisation a future session will be tempted by and states exactly why it would void the derivation.	HIGH
PO-1007	STANDING-RULE	Test a seal by running the next open from a fresh extract	**The lesson worth carrying forward, and it is now in the bridge:** a manifest proves a file is the file that was sealed. It never proves it is the *right* file. Only running the next session's open from a fresh extract tests that, and it should happen before every seal from here on.	0cfa1eff-8fc9-4949-9195-78c587c2cca4	LCP49	5	F51.2	Without it seal discipline reverts to manifest-only verification, which F51.2 proved passes four coherent files that say the wrong thing.	HIGH
PO-1008	STANDING-RULE	Accept each handoff as is; do not re-run everything	The problem seems to be that you recheck everything back across all 57 sessions. You need to accept each handoff as is , and pick up where the last session ended, AND NOT RERUN EVERYTHING AGAIN AT EVERY HANDOFF	545a3a19-0868-41a0-ad3d-c7d7b4ece6ee	LCP56	6		The root-cause directive that reshaped the whole open/seal protocol; without it a session again spends its window re-proving sealed work.	HIGH
PO-1009	STANDING-RULE	Standing Rule 6: search by content before declaring a gap	**R-s60-1 adopted** — *search the archive by content before declaring a gap* is now Standing Rule 6, ratified and binding prospectively. Paired with s59 §7.7 it reads: **search before you declare a gap; can-fail before you declare a control.**	66923814-6d60-4c65-bb07-844bc90f74ea	LCP58	3	Standing Rule 6; R-s60-1; s57 §6.5; s59 §7.7	A ratified binding rule stated only in conversation; losing it loses the governing procedure for every later absence claim.	HIGH
PO-1010	STANDING-RULE	Adopt an instrument that can be checked; re-run a result	**adopt an instrument that can be checked; re-run a result that cannot.**... The s62 adoption was sound because those four files were an *instrument* whose every output could be checked against `seedO.jsonl`, already sealed, before M ruled. There was an independent thing to check them against. A result that answers the open question has nothing of the sort	91ee2d32-d0a4-4c70-b4e8-8bd038562ebb	LCP60	3	F62.1; F63.2; pack64; seedO.jsonl	The discriminator that decides how unattributed artefacts are handled; without it the F62.1 adopt precedent is wrongly extended to results.	HIGH
PO-1011	STANDING-RULE	A handoff may not cite an artefact it does not ship	**The proposed standing rule now has two clauses, and the second is mine.** A `packN` must be owned by the session sealing as N — that's your finding, and it's right. And: a handoff may not cite an artefact it does not ship or hash.	91ee2d32-d0a4-4c70-b4e8-8bd038562ebb	LCP60	5	F63.2; packN; Standing 9	Two standing clauses governing seals and handoffs, born from the pack64 incident that consumed several sessions.	HIGH
PO-1012	STANDING-RULE	Standing 13 proposed: search project knowledge and own proposals	**A standing rule I owe this project**, proposed for M: *Standing 13 — Standing 6 runs against the project knowledge and the tar, and against Claude's own proposals before they are put to M.* All three of this session's repetitions were the same omission.	8ac02856-ee3f-431c-8a8f-82db4a5a3959	LCP64	11	Standing 13; Standing 6; F67.5; F67.6	A proposed standing rule awaiting ruling; three whole-session repetitions had this single cause.	HIGH
PO-1013	STANDING-RULE	Read-before-status rule for deliverable claims	"**The hard rule: any claim about a deliverable's status must be preceded, in the same session, by a tool call that opened the file stating that status — otherwise the only permitted sentence is ""I have not read X and cannot state its status.""**"	f91d8d18-94d0-4a9a-b6a3-ecdba93009b9	LCP66	23	§1; F69.5; HANDOFF s69	The anti-assumption rule produced by diagnosing a five-session regression; without it the loop restarts.	HIGH
PO-1014	STANDING-RULE	A citation by name is not a citation	The amendment extends R-A: **a citation by name is not a citation — hypotheses must be matched to the object, term by term.**	cfdc9eb0-8e59-42d3-96fe-5fb14ffd47b5	LCP73	3	R-A; AMENDMENT-F76.1.md	It extends an existing standing rule to citations, the generalisation that makes F76.1 reusable rather than a one-off.	HIGH
PO-1015	STANDING-RULE	Tarring is not sealing; no retroactive LINEAGE row	**Ruling B is in the record** (`pack77/RULING-S77-SEAL-B.md`). No s76 LINEAGE row. `condense.py 76 --check` will fail forever, by design, pointing at F77.1. Standing rule added: a session is not closed until the seal has run. Tarring is not sealing.	bcd16aa1-64be-45ee-8721-b093676bea7e	LCP74	5	Ruling B; F77.1; LINEAGE; condense.py; pack77/RULING-S77-SEAL-B.md	Explains a permanent, deliberate check failure at s76 that a later session would otherwise try to repair.	HIGH
PO-1016	STANDING-RULE	J2 restart-both-sides becomes standing for energy comparisons	"**2 · Does J2 become standing?** ""Any instrument comparing two energies must restart *both sides* to stationarity."" It shrank the scatter 17×. If you rule it standing, it binds every future comparison instrument; if not, it stays a property of perturb81."	a52b9029-5d9c-428e-b191-c38b1a33f272	LCP78	13	J2; R81.2	"The human ruled ""2-yes. Becomes standing"" at msg 14, so this binds every future comparison instrument and exists only as prose here."	HIGH
PO-1017	STANDING-RULE	An instrument varying a parameter must prove the parameter moves the output	**F83.2 registered.** That is the standing methodological law — an instrument varying a parameter must demonstrate the parameter moves the output — and I broke it. Eleventh appearance in six sessions. ... And the second half matters more than the first: **offset = 0 is also the correct physical answer at Z=2,3,4.** I sited the exercise where a dead lever and a live one are indistinguishable.	4319e691-ec5f-4685-8e8e-0a7bd51f91c3	LCP80	7	F83.2; F82.2; LEVER_DEAD; statchain.jsonl	States the governing control law plus the siting rule that eleven repeat faults across six sessions have cost.	HIGH
PO-1018	STANDING-RULE	Filing rule B: state the inequality, direction, and exactness class	1. *Every order item states what it would prove if it holds*: the inequality, its direction, and whether the tool is sign-exact or value-exact. One line. Had that line existed, item 1(a) dies at filing, not at scoring, and the last six sessions' magnitude attempts would have been one session.	f9433a65-9916-43da-be2b-65e443c5fd22	LCP87	5	rule B; F90.1; RULING-S90-FINISHING-CRITERION	Names the filing discipline adopted as rule B and diagnoses why six sessions of magnitude attempts were structurally closed from the start.	HIGH
PO-1019	STANDING-RULE	Never seal a session before 90-95% context	Never close the session before 90%-95%. That is a waste of resources.	9c8b923d-2ab4-4dc2-84ee-6ee85092c5b6	LCP92	4	F95.2	A directive from the principal that became numbered fault F95.2; without it, premature closes are not recognised as faults.	HIGH
PO-1020	STANDING-RULE	No residue; a single governing law expected	"Even ""derived residue"" is residue. Every single part of this solution, must be derived, but also must not be a residue. Everything that happens in science is fully explainable. That is my core belief. If there is residue, we are not finished. … The solution must be complete in all forms, and must hold true for j- 120 elements, even though some of the spectra is theoretical."	9be7a2d2-0682-45e1-a3d1-7c2330883d43	LCP98	14	G5b; T4	The author's governing acceptance standard for the whole Löwdin solution, stated only in conversation.	HIGH
PO-1021	STANDING-RULE	Provenance, not accuracy, is what the capture gate protects	R 1644–1645 settles the harder half: Lu I was written from recall, was *content-identical* to the true serve on all 234 rows, and was still quarantined. Provenance, not accuracy, is what the gate protects. ... Discard the second and every future value becomes recall-with-a-citation — the Pb I class, restored by policy.	274627f9-c4de-4f50-ab10-d2b61c14fb62	Optimizing context windows with book references	1	R 1644; R 1645; §H.4; Lu I	The reason captures cannot be discarded even when the books restate them; without it the bank's irreplaceable 4.1% is deletable.	HIGH
PO-1022	STANDING-RULE	Test every 'cannot drift' claim; stale generator claims are faults	"A self-defence fault caught along the way: the front matter says the file is generated by `register_gen.py` and ""cannot drift."" That is no longer true of this build. Rather than leave a false claim on the page, the front matter now states that entries 1701–1725 and the form were entered by hand, that the generator is stale ... The index defends itself only if its claims about itself are true."	925e405f-82b2-41fb-8e9a-64017d9293cd	Rebuild 1	21	register_gen.py; spectra.py	Names a recurring fault class (a volume asserting a generator guarantee it no longer has) and the rule that catches it.	HIGH
PO-1023	STANDING-RULE	A shift test must test every shift the file has lived through	**V16** — 33 figures renumbered to (chapter · sequence) and every reference remapped by caption identity; FIGURE_MAP.md keeps the old→new table. Propositions 14.1/15.2 collapse to 22.1. Register 1728, which also names the new protocol: a shift test must test every shift the file has lived through.	d8f332aa-7147-4abb-b258-293c93cb0b52	Rebuild 2	17	Register 1728; V16; FIGURE_MAP.md	Names the protocol that catches multi-generation locator drift, which mechanical single-shift tests passed for years.	HIGH
PO-1024	STANDING-RULE	Working chats compute; the register chat numbers	Tell the working chat the standing rule that makes this work: **it computes, it does not number.** Bring me the finding and I'll seat it.	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	3	R 1726; §H.12; SLIP-FORMAT.md	The single-writer allocation rule stated as an instruction to working chats, which is where it has to land to work.	HIGH
PO-1025	STANDING-RULE	A certificate cannot witness its own archive's arrival	The clause it earns, for whichever chat receives a bank next: **check the census against the tree in hand, confirm the name with the sender.** Never infer it from the certificate — that's the one party to the transfer which cannot see whether it arrived.	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	9	R 1739; R 1712; restore-point-2_17.tar.gz	Names the transfer failure mode where the certificate outlives the archive it certifies.	HIGH
PO-1026	STANDING-RULE	Every session emits a slip, even an empty one	Emit at the close of every session, unprompted. If nothing is registrable, say so in one line — a session that closes silent cannot be told apart from a session whose slip was lost.	c25abe93-eb2e-4554-a979-7fc424f164a0	Register 1.1	13	SLIP-FORMAT.md; R 1745	Distinguishes a silent session from a lost slip, which is the only way the sweep can ever be certified complete.	HIGH
PO-1027	STANDING-RULE	Clear the Zeno step cache after any instrument change	The Zeno step cache keys on the **step's name**, not on the instrument's inputs. ... **an audit that had been genuinely widened reported the un-widened answer, with no indication that anything was cached.** ... **Any audit rerun after an instrument change must clear `.zeno/` or pass `force=True`, or its pass is a pass of the old instrument.**	5718e690-3e7a-4586-a437-d0a6a1bdfbf7	The Books	27	zeno.py; R 998; R 649	Without this rule any audit pass taken after a widening is a pass of the superseded instrument and is silently untrue.	HIGH
PO-1028	STANDING-RULE	B.2.19 — seven protocols against the assistant's own failure mechanisms	**B.2.19.1 — ATTRIBUTE INWARD FIRST.** ... **B.2.19.2 — READ THE STRUCTURE AT THE POINT OF INSERTION.** ... **B.2.19.3 — A CLAIM OF COMPLETION IS ITSELF A CLAIM.** ... **B.2.19.4 — REPAIR THE CLASS OR SAY YOU DID NOT.** ... **B.2.19.5 — A NULL IS A RESULT WITH ITS DEFINITION MISSING.** ... **B.2.19.6 — SHOW THE TEST CAN FAIL.** ... **B.2.19.7 — A FLAG IS A HYPOTHESIS.**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	120	entry 266; B.2.19; B.2.14; 207; 213; 220; 215; 218; 259; 239; 256; 260; 264; 253; 254; 227	Seven named protocols governing all later work, each derived from enumerated register entries; the general rule B.2.14 demonstrably prevented none of them.	HIGH
PO-1029	STANDING-RULE	Entry 275 — an E is worth its ambient box	That entry showed E *falls* as a fibration is refined, reaching zero by refinement alone. This shows E *rises* as coordinates are added. Same lever, two ends: **E = 0 is strong exactly in proportion to the size of the ambient box it was computed in.** A zero must state both its fibration and its coordinate list or it states nothing.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	136	entry 275; register 233; E(audits); DEPTH	Governs how every E=0 claim in the corpus must be read and stated; without it a zero can be manufactured by refining the fibration.	HIGH
PO-1030	STANDING-RULE	B.2.21 — the five conditions for a safe repair	**B.2.21 — What a safe repair requires.** Five conditions: **(i)** the invariant written down before the edit; **(ii)** the invariant computable in §B.2.20's sense ... **(iii)** the edit a *permutation or insertion*, never a rewrite ... **(iv)** reversible, a copy taken first; **(v)** checked afterwards on source **and** artefact. Plus ... **prefer the smallest edit that removes the defect.**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	154	B.2.21; §B.2.20; entries 286–289	The standing safety contract for every structural edit to the corpus, and the reason later permutations were judged cheap.	HIGH
PO-1031	STANDING-RULE	Audit 20 PROJECTION — a derived list that omits looks complete	Every derived list is checked against an **independent enumeration of its source**, never against the rule that produced it. ... **a maintained list that omits a section is visibly short; a derived list that omits one looks complete.** The failure moved from forgetting to matching, and matching failures are silent.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	166	entry 294; entry 293; entry 216; B.2.17.13; audit 16 FIDELITY	Names the cost of every generate-instead-of-maintain repair and the standing check on it; correctness and completeness are different failures.	HIGH
PO-1032	STANDING-RULE	A check that carries a literal is narrowed to foreseen cases	The pattern worth naming across 305 and 310: both times the audit that owned the defect had a *literal* in it — a hardcoded total, a fixed phrasing. **A check that carries a literal is a check that has been narrowed to the cases its author foresaw.** Audits 14 and 15 now both derive what they compare from the text instead.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	213	entry 305; entry 310; entry 318; audit 14 ARITHMETIC; audit 15 ENUMERATION; B.2.19.6	Explains three separate occasions when all twenty audits passed on a defective book, and the repair that applies to any future instrument.	HIGH
PO-1033	STANDING-RULE	§15.1.2 — the bracket is a deduction inward and a fit outward	**So the rule your idea needs:** *presume the next bracket from the law that generates the widths, never from the pattern the widths make.* The first is deduction and survives; the second is extrapolation and is a fit however good it looks. ... **An index can say where something must have been between two observations and not where it will be after the last one**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	253	§15.1.2; §18.6.3; §13.6; ν⁻³	States the boundary of the bracket with its measured demonstration (7 of 7 interior, 2.72% extrapolation error) and the rule that later defined the 9D/10D/11D relation.	HIGH
PO-1034	STANDING-RULE	Instrument takes its reference from the object, not the prose	That's registers 305, 310 and now 337 — the same shape three times. **A literal inside an instrument narrows it to the cases foreseen when it was written**, and the rule is now stated plainly: *an instrument must take its reference from the object, never from the prose about the object.*	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	289	register 305; register 310; register 337; audit 3 CONSISTENCY	The general rule extracted from three repeated instrument failures; without it the next audit is written with the same class of defect.	HIGH
PO-1035	STANDING-RULE	A label is a name, not an address	**A label is a name, not an address.** Entry 354 states it beside register 351's converse: an instrument must not name a thing by a label the book can change, and an author must not compute a label by hand.	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	325	entry 354; register 351; register 363	The standing rule governing every renumbering, derived from repeated collisions; loses its paired converse if unrecorded.	HIGH
PO-1036	STANDING-RULE	Cap convention: unmarked figures are at (3, 3, 1, 3, 1)	**84 paragraphs carry a cap-dependent figure. 69 of them name no cap — 82% relying on a rule that was not written down.** … **Now stated at §7.4:** every cap-dependent figure is at **(3, 3, 1, 3, 1)** unless the section names others … > **A cap-dependent figure without a stated cap is not thereby unqualified — it is at these caps.**	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	404	§7.4; register 292; register 395; audit 10 SCOPE	A convention in force from the first page and never written down; without it 69 paragraphs of figures have no stated frame.	HIGH
PO-1037	STANDING-RULE	Prime zeno update: work order as a closure operator	Prime zeno directive update - Prioritize all work in order of fetch/search - read/encode - analysis/computation - interpretation/conclusion/report. - always finish/close each step/work before moving/continuing on to the next. (it isn't a pipeline — it's a closure operator … a reopen is legitimate only when a recorded fact triggered it.)	5f7147b4-49d3-4c64-8846-a2b19510f635	The Method 1.4	411	§2.20.1; zeno.py; entry 398	The author's own statement of the governing work discipline and the reason the reopen condition exists; the parenthetical is the load-bearing half.	HIGH
PO-1038	STANDING-RULE	A verification may never be cached across an edit	And the check I ran to catch that **returned stale cached output.** Zeno skips a step that has already succeeded, so `fibre_check.py` handed back its pre-edit answer ... The harness needs a rule it does not have: **a verification must never be cached across an edit to the thing it verifies.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	27	fibre_check.py; register 411; zeno	Without it the zeno harness will silently re-report pre-edit results and conceal broken edits again.	HIGH
PO-1039	STANDING-RULE	§2.22 — corroboration must reference in both directions	> **Any register entry that a proof, theorem, equation or expression settles must name that object, and the object must name the entry. A reference in one direction is a citation; a reference in both is an index.** ... **107 entries are corroborable and not searchable from what corroborates them.** ... **of 132 mathematical objects, four cite a register entry.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	43	§2.22; §26.9; register 415; register 416	A new protocol plus the measurement that forced it and the recovered bound repair ≤ φ(corroboration).	HIGH
PO-1040	STANDING-RULE	Never one heuristic — report the spread	# §2.24 — Never one heuristic > **Where a quantity is reached by a heuristic rather than computed, run at least two heuristics of different kind and report the SPREAD. A single heuristic cannot tell you whether it is in the case where it works.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	232	§2.24; §4.6; §14.5.7; §14.5.8	Without it the twelve-cycle single-heuristic failure that invalidated five registers has no governing rule to prevent recurrence.	HIGH
PO-1041	STANDING-RULE	A source has an index, rarely the one with a search box	> **A source has an index, and it is rarely the one with a search box.** **Three of four searches moved by changing the index rather than the query.** The ASD by spectrum against its compilations by element. *Seed* against **minimum cardinality generator** ... And poset complexity against **0-1 matrix recognition**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	352	register 553; §19.6	It is the retrieval method that opened three of four documents §19.5 recorded as closed, and it governs every future search.	HIGH
PO-1042	STANDING-RULE	Run the cheapest language combination; costs ranked by measurement	**failed edits** — an anchor that misses costs a whole cycle. Assert the count first; split independent edits so one failure cannot lose the other. **This was the largest single drain today.** **text into context** — reading a file to find a line costs what the file costs. Grep and extract. **loops over arrays** ... **serial lookups** ... **echoing output** — present the file.	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	414	register 587; register 553	A user-instructed standing rule with a measured cost ordering that governs how all later sessions spend their budget.	HIGH
PO-1043	STANDING-RULE	A test's failure mode must be exhibited before it is trusted	**Register 613: the probe I built to catch that could not fail.** `expected()` was a line-for-line copy of the criterion. ... A criterion cannot be checked by restating it. **What can be checked without restating it is monotonicity and exhaustiveness** ... > **A test whose failure mode has been exhibited is worth more than one that has only ever passed.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	543	register 613; register 614; §4.6; §2.24	States the repair method for tautological audits and the standard any new instrument must meet.	HIGH
PO-1044	STANDING-RULE	A generated document can lose its source entirely	> **A generated document cannot drift from its source. It can lose one entirely — and only a check comparing the document to its own claims sees that.** ... `register_gen.py` read **chapter 28** — which the reconstruction thinned ... **so the complete record collapsed to the selection.** Recovered to `REGISTER-DATA.md`: **457 entries, 165–653.**	3851d6dc-a805-49de-a922-d81e36fba67c	The Method 1.6	623	register_gen.py; spectra.py; REGISTER-DATA.md; 457	Two generators silently emptied when their source moved; the rule and both instances are the guard against a third.	HIGH
